,week,staff_id,staff_name,role,service,present,month,available_beds,patients_request,patients_admitted,patients_refused,patient_satisfaction,staff_morale,event,avg_patient_satisfaction,avg_patient_age,total_patients
1498,43,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1,11,21,171,21,150,70,79,none,79.54752852,45.3269962,263
1499,44,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1,11,27,138,27,111,74,60,none,79.54752852,45.3269962,263
1500,45,STF-d1d59a8b,Zachary Hicks,nurse,emergency,0,12,32,193,32,161,72,92,none,79.54752852,45.3269962,263
1501,46,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1,12,36,187,36,151,64,93,none,79.54752852,45.3269962,263
1502,47,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1,12,22,91,22,69,63,54,strike,79.54752852,45.3269962,263
1503,48,STF-d1d59a8b,Zachary Hicks,nurse,emergency,0,12,20,165,20,145,99,89,none,79.54752852,45.3269962,263
1504,49,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1,12,26,137,26,111,92,86,none,79.54752852,45.3269962,263
1505,50,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1,12,24,101,24,77,63,61,none,79.54752852,45.3269962,263
1506,51,STF-d1d59a8b,Zachary Hicks,nurse,emergency,0,12,31,123,31,92,71,75,none,79.54752852,45.3269962,263
1507,52,STF-d1d59a8b,Zachary Hicks,nurse,emergency,1,12,26,130,26,104,88,63,none,79.54752852,45.3269962,263
1508,1,STF-103c818c,Anthony Rodriguez,nurse,emergency,1,1,32,76,32,44,67,70,none,79.54752852,45.3269962,263
1509,2,STF-103c818c,Anthony Rodriguez,nurse,emergency,0,1,28,169,28,141,75,64,none,79.54752852,45.3269962,263
1510,3,STF-103c818c,Anthony Rodriguez,nurse,emergency,0,1,32,177,32,145,73,58,flu,79.54752852,45.3269962,263
1511,4,STF-103c818c,Anthony Rodriguez,nurse,emergency,1,1,32,157,32,125,83,75,none,79.54752852,45.3269962,263
1512,5,STF-103c818c,Anthony Rodriguez,nurse,emergency,1,2,25,388,25,363,93,72,flu,79.54752852,45.3269962,263
1513,6,STF-103c818c,Anthony Rodriguez,nurse,emergency,0,2,34,198,34,164,72,76,flu,79.54752852,45.3269962,263
1514,7,STF-103c818c,Anthony Rodriguez,nurse,emergency,1,2,33,127,33,94,65,77,none,79.54752852,45.3269962,263
1515,8,STF-103c818c,Anthony Rodriguez,nurse,emergency,1,2,26,240,26,214,96,75,flu,79.54752852,45.3269962,263
1516,9,STF-103c818c,Anthony Rodriguez,nurse,emergency,0,3,28,113,28,85,82,86,none,79.54752852,45.3269962,263
1517,10,STF-103c818c,Anthony Rodriguez,nurse,emergency,1,3,17,130,17,113,81,60,none,79.54752852,45.3269962,263
1518,11,STF-103c818c,Anthony Rodriguez,nurse,emergency,1,3,16,97,16,81,98,72,donation,79.54752852,45.3269962,263
1519,12,STF-103c818c,Anthony Rodriguez,nurse,emergency,0,3,28,347,28,319,68,83,flu,79.54752852,45.3269962,263
1520,13,STF-103c818c,Anthony Rodriguez,nurse,emergency,1,4,23,142,23,119,77,95,none,79.54752852,45.3269962,263
1521,14,STF-103c818c,Anthony Rodriguez,nurse,emergency,1,4,15,97,15,82,71,71,none,79.54752852,45.3269962,263
1522,15,STF-103c818c,Anthony Rodriguez,nurse,emergency,0,4,17,53,17,36,94,98,none,79.54752852,45.3269962,263
1523,16,STF-103c818c,Anthony Rodriguez,nurse,emergency,1,4,23,144,23,121,62,89,none,79.54752852,45.3269962,263
1524,17,STF-103c818c,Anthony Rodriguez,nurse,emergency,1,5,21,133,21,112,84,73,none,79.54752852,45.3269962,263
1525,18,STF-103c818c,Anthony Rodriguez,nurse,emergency,0,5,18,100,18,82,81,80,donation,79.54752852,45.3269962,263
1526,19,STF-103c818c,Anthony Rodriguez,nurse,emergency,1,5,16,70,16,54,99,45,strike,79.54752852,45.3269962,263
1527,20,STF-103c818c,Anthony Rodriguez,nurse,emergency,1,5,21,45,21,24,93,81,none,79.54752852,45.3269962,263
1528,21,STF-103c818c,Anthony Rodriguez,nurse,emergency,0,6,18,95,18,77,88,63,none,79.54752852,45.3269962,263
1529,22,STF-103c818c,Anthony Rodriguez,nurse,emergency,1,6,16,129,16,113,69,68,none,79.54752852,45.3269962,263
1530,23,STF-103c818c,Anthony Rodriguez,nurse,emergency,0,6,22,54,22,32,62,50,none,79.54752852,45.3269962,263
1531,24,STF-103c818c,Anthony Rodriguez,nurse,emergency,0,6,18,105,18,87,70,78,none,79.54752852,45.3269962,263
1532,25,STF-103c818c,Anthony Rodriguez,nurse,emergency,1,7,15,48,15,33,72,72,none,79.54752852,45.3269962,263
1533,26,STF-103c818c,Anthony Rodriguez,nurse,emergency,1,7,18,96,18,78,87,63,none,79.54752852,45.3269962,263
1534,27,STF-103c818c,Anthony Rodriguez,nurse,emergency,0,7,15,67,15,52,82,78,none,79.54752852,45.3269962,263
1535,28,STF-103c818c,Anthony Rodriguez,nurse,emergency,1,7,15,69,15,54,78,66,donation,79.54752852,45.3269962,263
1536,29,STF-103c818c,Anthony Rodriguez,nurse,emergency,1,8,16,92,16,76,72,99,none,79.54752852,45.3269962,263
1537,30,STF-103c818c,Anthony Rodriguez,nurse,emergency,0,8,16,85,16,69,91,94,none,79.54752852,45.3269962,263
1538,31,STF-103c818c,Anthony Rodriguez,nurse,emergency,1,8,20,48,20,28,69,81,none,79.54752852,45.3269962,263
1539,32,STF-103c818c,Anthony Rodriguez,nurse,emergency,0,8,20,89,20,69,76,58,none,79.54752852,45.3269962,263
1540,33,STF-103c818c,Anthony Rodriguez,nurse,emergency,0,9,28,54,28,26,92,56,donation,79.54752852,45.3269962,263
1541,34,STF-103c818c,Anthony Rodriguez,nurse,emergency,1,9,21,31,21,10,64,60,strike,79.54752852,45.3269962,263
1542,35,STF-103c818c,Anthony Rodriguez,nurse,emergency,1,9,15,81,15,66,93,77,none,79.54752852,45.3269962,263
1543,36,STF-103c818c,Anthony Rodriguez,nurse,emergency,0,9,28,115,28,87,70,88,none,79.54752852,45.3269962,263
1544,37,STF-103c818c,Anthony Rodriguez,nurse,emergency,1,10,23,110,23,87,76,54,none,79.54752852,45.3269962,263
1545,38,STF-103c818c,Anthony Rodriguez,nurse,emergency,1,10,22,71,22,49,67,53,none,79.54752852,45.3269962,263
1546,39,STF-103c818c,Anthony Rodriguez,nurse,emergency,0,10,20,67,20,47,85,95,none,79.54752852,45.3269962,263
1547,40,STF-103c818c,Anthony Rodriguez,nurse,emergency,1,10,18,57,18,39,81,43,strike,79.54752852,45.3269962,263
1548,41,STF-103c818c,Anthony Rodriguez,nurse,emergency,1,11,27,92,27,65,69,88,none,79.54752852,45.3269962,263
1549,42,STF-103c818c,Anthony Rodriguez,nurse,emergency,0,11,24,99,24,75,67,89,none,79.54752852,45.3269962,263
1550,43,STF-103c818c,Anthony Rodriguez,nurse,emergency,1,11,21,171,21,150,70,79,none,79.54752852,45.3269962,263
1551,44,STF-103c818c,Anthony Rodriguez,nurse,emergency,1,11,27,138,27,111,74,60,none,79.54752852,45.3269962,263
1552,45,STF-103c818c,Anthony Rodriguez,nurse,emergency,0,12,32,193,32,161,72,92,none,79.54752852,45.3269962,263
1553,46,STF-103c818c,Anthony Rodriguez,nurse,emergency,1,12,36,187,36,151,64,93,none,79.54752852,45.3269962,263
1554,47,STF-103c818c,Anthony Rodriguez,nurse,emergency,1,12,22,91,22,69,63,54,strike,79.54752852,45.3269962,263
1555,48,STF-103c818c,Anthony Rodriguez,nurse,emergency,0,12,20,165,20,145,99,89,none,79.54752852,45.3269962,263
1556,49,STF-103c818c,Anthony Rodriguez,nurse,emergency,1,12,26,137,26,111,92,86,none,79.54752852,45.3269962,263
1557,50,STF-103c818c,Anthony Rodriguez,nurse,emergency,1,12,24,101,24,77,63,61,none,79.54752852,45.3269962,263
1558,51,STF-103c818c,Anthony Rodriguez,nurse,emergency,0,12,31,123,31,92,71,75,none,79.54752852,45.3269962,263
1559,52,STF-103c818c,Anthony Rodriguez,nurse,emergency,1,12,26,130,26,104,88,63,none,79.54752852,45.3269962,263
1560,1,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1,1,32,76,32,44,67,70,none,79.54752852,45.3269962,263
1561,2,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1,1,28,169,28,141,75,64,none,79.54752852,45.3269962,263
1562,3,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0,1,32,177,32,145,73,58,flu,79.54752852,45.3269962,263
1563,4,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0,1,32,157,32,125,83,75,none,79.54752852,45.3269962,263
1564,5,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1,2,25,388,25,363,93,72,flu,79.54752852,45.3269962,263
1565,6,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0,2,34,198,34,164,72,76,flu,79.54752852,45.3269962,263
1566,7,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1,2,33,127,33,94,65,77,none,79.54752852,45.3269962,263
1567,8,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1,2,26,240,26,214,96,75,flu,79.54752852,45.3269962,263
1568,9,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0,3,28,113,28,85,82,86,none,79.54752852,45.3269962,263
1569,10,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1,3,17,130,17,113,81,60,none,79.54752852,45.3269962,263
1570,11,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1,3,16,97,16,81,98,72,donation,79.54752852,45.3269962,263
1571,12,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0,3,28,347,28,319,68,83,flu,79.54752852,45.3269962,263
1572,13,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1,4,23,142,23,119,77,95,none,79.54752852,45.3269962,263
1573,14,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1,4,15,97,15,82,71,71,none,79.54752852,45.3269962,263
1574,15,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0,4,17,53,17,36,94,98,none,79.54752852,45.3269962,263
1575,16,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1,4,23,144,23,121,62,89,none,79.54752852,45.3269962,263
1576,17,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1,5,21,133,21,112,84,73,none,79.54752852,45.3269962,263
1577,18,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0,5,18,100,18,82,81,80,donation,79.54752852,45.3269962,263
1578,19,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1,5,16,70,16,54,99,45,strike,79.54752852,45.3269962,263
1579,20,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1,5,21,45,21,24,93,81,none,79.54752852,45.3269962,263
1580,21,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0,6,18,95,18,77,88,63,none,79.54752852,45.3269962,263
1581,22,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1,6,16,129,16,113,69,68,none,79.54752852,45.3269962,263
1582,23,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1,6,22,54,22,32,62,50,none,79.54752852,45.3269962,263
1583,24,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0,6,18,105,18,87,70,78,none,79.54752852,45.3269962,263
1584,25,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1,7,15,48,15,33,72,72,none,79.54752852,45.3269962,263
1585,26,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1,7,18,96,18,78,87,63,none,79.54752852,45.3269962,263
1586,27,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0,7,15,67,15,52,82,78,none,79.54752852,45.3269962,263
1587,28,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1,7,15,69,15,54,78,66,donation,79.54752852,45.3269962,263
1588,29,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1,8,16,92,16,76,72,99,none,79.54752852,45.3269962,263
1589,30,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0,8,16,85,16,69,91,94,none,79.54752852,45.3269962,263
1590,31,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1,8,20,48,20,28,69,81,none,79.54752852,45.3269962,263
1591,32,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1,8,20,89,20,69,76,58,none,79.54752852,45.3269962,263
1592,33,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0,9,28,54,28,26,92,56,donation,79.54752852,45.3269962,263
1593,34,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1,9,21,31,21,10,64,60,strike,79.54752852,45.3269962,263
1594,35,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1,9,15,81,15,66,93,77,none,79.54752852,45.3269962,263
1595,36,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0,9,28,115,28,87,70,88,none,79.54752852,45.3269962,263
1596,37,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1,10,23,110,23,87,76,54,none,79.54752852,45.3269962,263
1597,38,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1,10,22,71,22,49,67,53,none,79.54752852,45.3269962,263
1598,39,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0,10,20,67,20,47,85,95,none,79.54752852,45.3269962,263
1599,40,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1,10,18,57,18,39,81,43,strike,79.54752852,45.3269962,263
1600,41,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1,11,27,92,27,65,69,88,none,79.54752852,45.3269962,263
1601,42,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0,11,24,99,24,75,67,89,none,79.54752852,45.3269962,263
1602,43,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1,11,21,171,21,150,70,79,none,79.54752852,45.3269962,263
1603,44,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1,11,27,138,27,111,74,60,none,79.54752852,45.3269962,263
1604,45,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0,12,32,193,32,161,72,92,none,79.54752852,45.3269962,263
1605,46,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0,12,36,187,36,151,64,93,none,79.54752852,45.3269962,263
1606,47,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1,12,22,91,22,69,63,54,strike,79.54752852,45.3269962,263
1607,48,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0,12,20,165,20,145,99,89,none,79.54752852,45.3269962,263
1608,49,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1,12,26,137,26,111,92,86,none,79.54752852,45.3269962,263
1609,50,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1,12,24,101,24,77,63,61,none,79.54752852,45.3269962,263
1610,51,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,0,12,31,123,31,92,71,75,none,79.54752852,45.3269962,263
1611,52,STF-b4907958,Rebecca Henderson,nursing_assistant,emergency,1,12,26,130,26,104,88,63,none,79.54752852,45.3269962,263
1612,1,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1,1,32,76,32,44,67,70,none,79.54752852,45.3269962,263
1613,2,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1,1,28,169,28,141,75,64,none,79.54752852,45.3269962,263
1614,3,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0,1,32,177,32,145,73,58,flu,79.54752852,45.3269962,263
1615,4,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1,1,32,157,32,125,83,75,none,79.54752852,45.3269962,263
1616,5,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1,2,25,388,25,363,93,72,flu,79.54752852,45.3269962,263
1617,6,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0,2,34,198,34,164,72,76,flu,79.54752852,45.3269962,263
1618,7,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1,2,33,127,33,94,65,77,none,79.54752852,45.3269962,263
1619,8,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1,2,26,240,26,214,96,75,flu,79.54752852,45.3269962,263
1620,9,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0,3,28,113,28,85,82,86,none,79.54752852,45.3269962,263
1621,10,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0,3,17,130,17,113,81,60,none,79.54752852,45.3269962,263
1622,11,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1,3,16,97,16,81,98,72,donation,79.54752852,45.3269962,263
1623,12,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0,3,28,347,28,319,68,83,flu,79.54752852,45.3269962,263
1624,13,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1,4,23,142,23,119,77,95,none,79.54752852,45.3269962,263
1625,14,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1,4,15,97,15,82,71,71,none,79.54752852,45.3269962,263
1626,15,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0,4,17,53,17,36,94,98,none,79.54752852,45.3269962,263
1627,16,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1,4,23,144,23,121,62,89,none,79.54752852,45.3269962,263
1628,17,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1,5,21,133,21,112,84,73,none,79.54752852,45.3269962,263
1629,18,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0,5,18,100,18,82,81,80,donation,79.54752852,45.3269962,263
1630,19,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1,5,16,70,16,54,99,45,strike,79.54752852,45.3269962,263
1631,20,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1,5,21,45,21,24,93,81,none,79.54752852,45.3269962,263
1632,21,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0,6,18,95,18,77,88,63,none,79.54752852,45.3269962,263
1633,22,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1,6,16,129,16,113,69,68,none,79.54752852,45.3269962,263
1634,23,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1,6,22,54,22,32,62,50,none,79.54752852,45.3269962,263
1635,24,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0,6,18,105,18,87,70,78,none,79.54752852,45.3269962,263
1636,25,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1,7,15,48,15,33,72,72,none,79.54752852,45.3269962,263
1637,26,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1,7,18,96,18,78,87,63,none,79.54752852,45.3269962,263
1638,27,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0,7,15,67,15,52,82,78,none,79.54752852,45.3269962,263
1639,28,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1,7,15,69,15,54,78,66,donation,79.54752852,45.3269962,263
1640,29,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1,8,16,92,16,76,72,99,none,79.54752852,45.3269962,263
1641,30,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0,8,16,85,16,69,91,94,none,79.54752852,45.3269962,263
1642,31,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0,8,20,48,20,28,69,81,none,79.54752852,45.3269962,263
1643,32,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1,8,20,89,20,69,76,58,none,79.54752852,45.3269962,263
1644,33,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0,9,28,54,28,26,92,56,donation,79.54752852,45.3269962,263
1645,34,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1,9,21,31,21,10,64,60,strike,79.54752852,45.3269962,263
1646,35,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1,9,15,81,15,66,93,77,none,79.54752852,45.3269962,263
1647,36,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0,9,28,115,28,87,70,88,none,79.54752852,45.3269962,263
1648,37,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1,10,23,110,23,87,76,54,none,79.54752852,45.3269962,263
1649,38,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1,10,22,71,22,49,67,53,none,79.54752852,45.3269962,263
1650,39,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0,10,20,67,20,47,85,95,none,79.54752852,45.3269962,263
1651,40,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1,10,18,57,18,39,81,43,strike,79.54752852,45.3269962,263
1652,41,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0,11,27,92,27,65,69,88,none,79.54752852,45.3269962,263
1653,42,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0,11,24,99,24,75,67,89,none,79.54752852,45.3269962,263
1654,43,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1,11,21,171,21,150,70,79,none,79.54752852,45.3269962,263
1655,44,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1,11,27,138,27,111,74,60,none,79.54752852,45.3269962,263
1656,45,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0,12,32,193,32,161,72,92,none,79.54752852,45.3269962,263
1657,46,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1,12,36,187,36,151,64,93,none,79.54752852,45.3269962,263
1658,47,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1,12,22,91,22,69,63,54,strike,79.54752852,45.3269962,263
1659,48,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0,12,20,165,20,145,99,89,none,79.54752852,45.3269962,263
1660,49,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1,12,26,137,26,111,92,86,none,79.54752852,45.3269962,263
1661,50,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1,12,24,101,24,77,63,61,none,79.54752852,45.3269962,263
1662,51,STF-398a99e9,James Ferrell,nursing_assistant,emergency,0,12,31,123,31,92,71,75,none,79.54752852,45.3269962,263
1663,52,STF-398a99e9,James Ferrell,nursing_assistant,emergency,1,12,26,130,26,104,88,63,none,79.54752852,45.3269962,263
1664,1,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1,1,32,76,32,44,67,70,none,79.54752852,45.3269962,263
1665,2,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,0,1,28,169,28,141,75,64,none,79.54752852,45.3269962,263
1666,3,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,0,1,32,177,32,145,73,58,flu,79.54752852,45.3269962,263
1667,4,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1,1,32,157,32,125,83,75,none,79.54752852,45.3269962,263
1668,5,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1,2,25,388,25,363,93,72,flu,79.54752852,45.3269962,263
1669,6,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,0,2,34,198,34,164,72,76,flu,79.54752852,45.3269962,263
1670,7,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1,2,33,127,33,94,65,77,none,79.54752852,45.3269962,263
1671,8,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1,2,26,240,26,214,96,75,flu,79.54752852,45.3269962,263
1672,9,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,0,3,28,113,28,85,82,86,none,79.54752852,45.3269962,263
1673,10,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1,3,17,130,17,113,81,60,none,79.54752852,45.3269962,263
1674,11,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,0,3,16,97,16,81,98,72,donation,79.54752852,45.3269962,263
1675,12,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,0,3,28,347,28,319,68,83,flu,79.54752852,45.3269962,263
1676,13,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1,4,23,142,23,119,77,95,none,79.54752852,45.3269962,263
1677,14,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1,4,15,97,15,82,71,71,none,79.54752852,45.3269962,263
1678,15,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,0,4,17,53,17,36,94,98,none,79.54752852,45.3269962,263
1679,16,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,0,4,23,144,23,121,62,89,none,79.54752852,45.3269962,263
1680,17,STF-9b87fb95,Tricia Valencia,nursing_assistant,emergency,1,5,21,133,21,112,84,73,none,79.54752852,45.3269962,263
